ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
395,84,,,,,84,,,,,,,56,69,62,,77,72,,,,90,,,
396,,,,,,36,47,,63,,64,,,,,26,,,53,21,,,,,15
397,,83,,98,,,,75,,,100,98,69,100,,,,,,,,,,91,
398,,,,60,,46,48,,,24,,,,,40,26,,,68,,,78,,,
399,,85,,82,84,,,,,,,,58,,,,,,89,,98,92,,,51
400,36,,,30,,,,7,,10,,29,,52,,26,,,,,,,,41,
401,,,,,96,99,,72,,59,,,,,95,,,100,100,,91,,,,
402,,,15,,48,17,,,38,,,,21,,,20,,35,,,,,4,,
403,68,53,,,68,,,49,68,,,43,47,,,,49,,,,,,,,
404,,99,,,,,,,82,,,,,,66,,,83,91,51,,96,,87,
405,,11,,25,,,,,,,55,,25,,18,,,31,,,,,26,,15
406,,,21,,,7,,,34,,,24,,28,,,12,11,,,,,11,,
407,62,,,,,49,,,,33,74,,,60,,,,,51,,73,79,,,
408,,,,,,75,87,,,53,,,,,,69,,79,82,,,,46,,41
409,,25,,39,,25,29,15,,,,,,,23,,,,,7,58,,,,
410,,,,,90,,76,,,,,,45,87,51,,79,86,,,,,,,37
411,,,63,,95,,,68,,,,78,52,,,65,,,88,,,,77,,
412,,,14,35,48,,39,,37,,,,18,,,,,,17,,,,5,,
413,,,19,58,,,59,34,,,,,,,35,36,39,,,,,,,58,
414,,,58,,70,68,,,,,,,47,,52,,72,,,32,,,,72,
415,,37,,,53,50,55,,,,,28,,51,,,,,,33,,,,,19
416,68,62,,74,,57,,,,32,,,,,57,,,52,,,83,,,,
417,77,,,,72,,,,,,82,,24,,,55,,68,,,75,,,,35
418,76,,,,,,,,69,,84,,39,,,,64,,,29,,,60,,28
419,,63,,,,,,41,,34,,60,,,65,,,66,67,,82,,,,
420,71,70,41,,72,62,66,,,,,52,,,,,58,,,,,,,,
421,73,,,,72,,,,,47,,,,,49,44,65,,,39,75,,,,
422,,,,90,,,93,,,,,77,40,,75,,80,,,46,93,,,,
423,,89,,,,,,60,,,,,53,84,,,99,,,56,93,83,,,
424,97,,,99,99,,,,95,61,,,,94,,,,,,,,,,100,40
425,,,,51,70,,,23,49,,,48,,,,,,,,,55,,26,,15
426,,,45,,,,89,44,,42,77,,,,60,,,,,,,,,79,41
427,,63,,,,,,,,29,,46,,,45,49,,69,,,,68,50,,
428,,,,55,53,43,,19,,,65,,,,,30,39,,,,,,,53,
429,41,,,26,49,,,,,3,,10,,,,,,,,15,,34,18,,
430,,18,,32,,,,,30,14,60,,6,,,14,,,34,,,,,,
431,,,,,51,,,,50,,68,,15,,16,,,18,,19,,,,34,
432,,,28,,76,58,70,,,,,57,41,,,,,,72,,,,61,,
433,,,,,74,55,73,36,70,40,,,,,,,,60,,,,,,56,
434,,12,19,,40,22,23,,32,,,,,,,13,,,,,,42,,,
435,,,,87,,84,,,,,,74,,,,,74,86,91,38,85,,,,
436,89,78,,,,,,46,,,,,,,,,65,66,,35,77,,,68,
437,91,57,,82,,,,60,,,,67,,,64,,,,,45,,,47,,
438,49,20,,37,51,,,19,,,,,,,25,,,29,,,,,,,13
439,87,,,,91,84,,,,51,,,,,,,,,96,52,,,,88,45
440,41,10,,,,,,,,20,,,9,,14,,,19,40,,,,,,10
441,84,,,,,,87,,87,,,,55,,,,,,,37,80,,59,,25
442,87,,,,86,,,76,93,62,,,,100,84,,,,,,91,,,,
443,44,23,,,,36,56,,,30,,,,52,,,,,,8,,,24,,
444,,44,38,,,,,,58,,,,16,,42,,,,45,,64,,,,16
445,89,90,53,,,91,,,100,,,94,,,,,,,,,100,,82,,
446,,0,,28,,,,,,,,,,,,0,0,,22,,44,49,,,0
447,,,,,,,,63,,,,100,50,,66,,,,100,57,90,,,,45
448,,,,,100,,93,68,,,100,97,48,,,,,,,57,100,,,,
449,49,,,,,,,,,,58,,,,,8,24,23,32,8,,,9,,
450,,,,,,16,,,,7,61,,,,28,17,,,,26,49,,,,11
451,,,,,,,92,,79,53,,,38,,69,,,,,50,,,73,86,
452,,,,,,,,,,12,,,,34,13,,,26,39,,58,58,,25,
453,29,,,27,,,34,,18,,52,,,,2,4,,,,,,,,,2
454,46,,,57,,,,,,,64,,,41,30,,,43,,,,,17,,25
455,,66,,,,,,,,59,80,,33,,,50,,,,30,,,,69,23
456,,,,87,,80,,,79,39,,,,,,,92,70,,48,,,,,38
457,,8,,36,,,,,44,,,3,,37,,,,14,,15,,,,,10
458,,,,67,76,,68,57,,,,,29,,,,56,,,,72,,59,,
459,,45,,,,,,36,,37,,,20,58,,,54,,,,,68,33,,
460,,,,100,,,,,100,59,100,,45,89,,,99,,88,,,,,,
461,,,,,,,,,53,30,54,34,,46,,,39,,,,61,,32,,
462,,22,24,,32,,,,,,57,,,,13,18,,,,,,58,,56,
463,63,,27,,44,,,10,,,,,,29,,,29,28,,,,,,,15
464,93,,67,,,,,61,,79,100,82,,,,,91,,,,,,,,46
465,22,,14,25,,20,,,,,,,6,,,14,,,,14,,,,,5
466,75,,,,65,,76,39,,,,,,59,,,,51,,,69,,,68,
467,,56,,82,93,67,,,87,,,,,,,,,,81,,78,,70,,
468,67,,,,58,,,,,,72,59,,,,,60,52,,,,,,64,32
469,,,,,,,,,,,,,,16,0,,16,,11,10,,39,,29,8
470,,60,,,,68,,45,,,80,,,54,,,,53,,37,,,49,,
471,,,,,60,37,,,48,27,,,20,,,30,,,,25,,43,,,
472,74,,59,,78,,,42,,53,,,,,,,81,,,,92,,61,,
473,,,,27,,,6,,31,,48,,,,4,0,,,6,,,,,,0
474,,,,,,,,45,,50,,,52,82,52,,,,,21,77,,48,,
475,,,47,100,,,,,92,,,100,,,,72,,,,41,,,,89,44
476,,,,,,60,,,,45,,,31,,60,58,,,67,,,,,71,29
477,83,,,,72,,79,,,,,,,,52,,,68,,51,72,,52,,
478,,34,29,45,57,,,24,,,,,24,,,,,,,,55,68,,,
479,88,,,,,,,,,,86,,43,,55,,66,67,,,,76,,,31
480,97,,50,85,,,,55,,59,,,,,,,80,,77,,,80,,,
481,50,,,,,,49,25,,,,35,,,33,43,,35,,,,,,49,
482,,,,,74,70,,,88,,,,50,83,,70,80,,,,,,,84,
483,37,,,26,,,48,,,,48,,1,,,16,,22,,,,,,,2
484,,,,72,,79,,,85,,91,,,76,70,,,67,,,,72,,,
485,,0,,,26,,,,,10,61,,1,21,,3,,,,,,,,20,
486,93,,78,,,,100,75,,75,,,68,,,,94,,,,,,,,33
487,,,,,,36,,,62,,80,,38,,,,,44,51,,,62,35,,
488,,,,,,,,,,,,40,33,,48,43,,41,50,,,65,,56,
489,98,,77,,95,,,,95,73,100,,57,,,,,,,,,100,,,
490,,,,,84,,92,,79,,,,,,,48,,77,87,,,100,70,,
491,89,,53,,92,,76,,,,,,,,65,53,,,,,,98,,,36
492,99,94,,,,,,,84,,,,52,93,,,92,,,,98,,,88,
493,,,,42,,0,28,7,,,,,0,16,,,3,,,,,46,,,
494,,75,,,,,90,,85,,89,,,80,,46,,,,37,,,65,,
495,87,67,,,64,76,,48,,,,68,,82,,,71,,,,,,,,
496,,84,,,,,,,,55,86,,,72,,,,76,,45,79,,,,45
497,,,12,,,,,,,,,,18,41,,,30,,34,,56,,,50,4
498,91,,60,,,,85,,,,98,,52,,63,,,,97,,,,,,44
499,,,,,35,10,29,17,,20,,,,,13,,,,,,,,14,,0
500,,,,,27,,29,,,,45,7,7,,,,,0,,,,45,,33,
501,,,,30,,23,,3,,7,,,,35,,6,,,,,47,,,,1
502,,,46,,88,,,60,83,,,,,67,,,82,,,38,,,58,,
503,,79,40,,78,,,,87,,,,39,76,,,,,90,48,,,,,
504,,,,81,,,74,54,77,,,,34,,,,64,,71,49,,,,,
505,38,,,49,,,,,50,,,22,,47,,4,19,17,,,,,,,
506,,12,,,,,23,,,,57,0,0,,,0,,,,,26,48,,,
507,54,,,,,,37,,,,52,,,,23,24,,37,,4,,,,40,
508,,,27,44,,,53,,49,14,,,,,,27,,27,,,,,,44,
509,,,35,62,70,,,46,,,,,48,51,,,54,,,,,,41,,
510,29,,0,,38,,,,,,,,,11,6,,,0,,,,,0,,1
511,,22,19,,,,,,35,,72,30,12,,,20,,,,,,,22,,
512,,7,9,,,,,,,0,,0,,,,4,21,,21,,,,1,,
513,39,,5,,26,,,,,,49,,,43,,,25,,,0,,,,,11
514,,73,,93,,88,99,,89,65,,,,,,,,87,,,,,,90,
515,,,,,,12,,6,34,,44,,,,8,,20,,27,,,44,,,
516,,,,,,64,,,,55,74,,39,,,,,73,,,80,86,,79,
517,60,,,,,,,,53,,73,,20,51,,,,,,32,,,36,,25
518,55,,,,,,,,,,57,,12,,,,44,48,35,17,,,,,26
519,,,,26,,0,,,26,,,,0,,0,,,,,2,49,,,29,
520,82,,,,,77,,48,,,,,,,,47,,79,,40,80,,,,43
521,,,,,81,,98,51,,62,95,,,85,75,,,,76,,,,,,
522,,,49,,,,,,70,49,,,,,,70,71,,68,,,81,,80,
523,,,,45,,39,,,,,62,,,41,,,,16,,,55,45,,51,
524,,,69,96,,86,,,,,,,53,,,,,,,43,100,,,94,50
525,,44,,,,39,,,,30,,37,,40,44,,,30,49,,,,,,
526,,,,37,58,,30,20,,,,,1,,,,,,44,,,,,40,5
527,,,,89,,,85,,100,,,,56,,,,96,,87,,,,62,86,
528,,,59,,,,,,100,60,,80,,97,,,96,,,,,100,79,,
529,,47,31,68,62,,,,58,,,,22,57,,,,,,,66,,,,
530,,,,82,94,,,,79,,,,,,71,,,88,,,95,92,,82,
531,,,,,,,,45,,,,,,91,71,71,80,85,,39,,,,,37
532,,86,,,78,88,,57,,,,,,,71,60,,74,,,,,,93,
533,,,,73,,,,46,,,,,32,68,50,,,67,,,67,,,76,
534,26,,,,,,22,,,,,,9,,0,,,0,,4,,,9,,0
535,,19,11,,,22,,,43,,52,,19,33,,19,,,,,,,,,
536,100,,,,,,,57,,71,,72,,,,79,,,94,54,,,,95,
537,,12,,28,,27,,,,,,,,,,,22,,43,,46,44,,,1
538,,,,43,,19,,23,,,,,18,,33,,,37,,18,,,,,16
539,,46,30,,,,64,,,41,,,21,,,44,,61,60,,,,,,
540,,,,53,,28,,,,,,,23,,,35,40,,44,,,,32,,33
541,,0,,27,,21,,,,,,,0,,,14,12,7,,,,,,,0
542,67,,,,,,72,34,61,,,60,25,,43,,,,,,67,,,,
543,88,89,,,,,86,61,,,,,,88,57,,,82,,,,,,,51
544,44,,24,,,,29,23,,,,20,,31,,,25,,,3,,,,,
545,,,,,,,65,28,,,64,44,46,,,,,57,68,,,,40,,
546,,3,11,,31,26,,,,,43,,,,,8,,8,,,,,12,,
547,,,,,,,,16,,,,13,,,,12,,29,,13,58,64,,47,
548,97,,71,91,92,,,,100,,,87,,99,,,,,,64,,,,,
549,,,,37,,,,,50,,,,5,,29,,38,,,,,39,28,,13
550,,,67,,,69,,,89,,92,,,,61,53,,,,,,,47,,33
551,,,,80,99,94,89,,96,,,,,95,,,,80,83,,,,,,
552,,64,,66,,,,34,,,69,,39,,,,,58,,29,,,,,31
553,100,84,,,,84,85,64,,61,,,61,,,,,,94,,,,,,
554,,77,,,,,61,,,51,,,45,77,,49,57,,,,,89,,,
555,66,,49,,,66,,,,34,,,,72,,,,,,,,82,59,59,
556,,,,77,,72,78,38,68,,,,45,73,,,,,,,,,,,38
557,29,,0,,,0,,,25,7,,,,,0,,17,,,,,,0,,
558,,77,,,,,,,89,,,89,56,,,71,,,96,,,100,72,,
559,50,,,35,,,19,,,,,,,,,,,,39,0,,53,12,,7
560,94,,,100,,,,,,,,79,,92,,75,,90,97,,100,,,,
561,67,,,,,,38,,,,,,,59,41,,48,,,18,,62,,,18
562,88,79,,83,,,,,,,,,,89,,,92,,,,92,,,84,48
563,,82,67,,85,,,,,51,,,50,,,,,,91,,,95,,81,
564,51,,26,,,,,,,24,61,34,,,,32,47,,37,,,,,,
565,88,99,,,,79,99,,100,54,,,,,74,,,86,,,,,,,
566,90,,54,,,,,,85,,,,,,72,,75,,,51,,,66,,35
567,,,,,,,34,22,,,48,,21,49,21,7,,29,,,,,,,
568,50,28,24,,,,42,,,,,,,30,,,,,,,,,19,57,25
569,,,,,,0,14,,,2,,,3,,,2,,16,,,38,,4,,
570,,76,,,,,,,,40,,,,84,76,,79,,,49,94,94,,,
571,74,,46,63,,,,,,43,,,,75,,51,64,,,,,,,79,
572,40,13,,,,29,,,34,,,,,,,,19,21,31,,,52,,,
573,,,,,,78,72,68,,43,,61,,,59,,,,69,,,,54,,
574,,57,45,,,,,49,,,,,38,,,,50,,,29,,64,,,24
575,,,,52,,,,,,,,58,,68,,,56,,52,31,71,,47,,
576,,,,,,,,,,,,,3,,,5,,10,18,,52,,15,23,0
577,37,,9,,32,20,,0,,,,17,,,,,16,,,,,,,39,
578,,18,6,,47,,,4,,4,,,,,,,,9,,,,29,,,7
579,40,36,,,,28,,,,,,,9,36,,33,,,35,,,,,,11
580,,,,88,94,,,,,66,,,,93,80,78,,,,,,,79,,45
581,,30,,,,34,,,,,50,39,,46,,,,,35,25,,,20,,
582,,,,,,25,,,,,50,,,37,15,22,,,,,,,34,38,8
583,,41,,,,,,29,55,21,,47,,,,,,41,47,,78,,,,
584,61,,,,,46,56,,,,,53,,68,,,65,,56,,,76,,,
585,,,23,,,,,38,,,75,,31,,,,,,,17,68,60,35,,
586,,,21,50,,,,,,23,,,11,,,,,30,,22,,45,,,23
587,93,,,,,,98,70,93,,,,,100,,78,,,,57,,,,100,
588,42,,,27,25,,,,,,,,0,,,,6,,,,37,50,,34,
589,77,63,,,,61,,,84,,84,,,80,,,74,,76,,,,,,
590,,,,56,,41,52,20,,,,27,25,,,,,,,,60,,31,,
591,60,,,,62,,,,,25,,43,22,,36,,,34,,24,,,,,
592,,,,,,,31,,29,7,38,,,,,,24,8,,,45,53,,,
593,,100,74,,,,98,,98,,,87,62,,86,,,,,50,,,,,
594,51,17,,,,,29,23,,,,32,,,16,,,22,,,,,,,5
595,,82,,89,,100,,78,,,,93,58,,,,,,90,,,,,,37
596,,72,,78,80,,,,,,,68,,,64,56,58,,,,84,,,,
597,,,2,,35,,35,,,,,12,,35,,,,15,,,,,18,,13
598,82,96,59,,,,,,88,,99,,,86,,,,,,,,84,,,49
599,66,63,,76,,60,,,,45,87,,,,45,44,,,,,,,,,
600,,,,,,27,48,24,,22,62,,,,,24,,50,,,70,,,,
601,,,13,,,,39,7,,,52,,,35,,15,,9,,,,,17,,
602,,,8,,,,,5,36,,,,7,35,,22,9,,,,,43,,,
603,,,,,72,,,,,44,68,,,,,37,59,,,31,73,69,,,
604,,,,28,55,24,,,,,,13,,39,,16,,,,12,,,,40,
605,,67,,,,73,84,,,,,,40,75,,,,76,,45,,,64,,
606,74,,48,81,,,,,84,,,,49,,,,,57,,,,,,68,29
607,,,,17,,,,13,,,54,,,,13,9,,0,21,,,,,,0
608,,89,69,,,,,,,,98,,,,76,83,,86,,42,,,,93,
609,67,,,,48,,,25,,,59,,,,,,,,,13,,,36,47,14
610,81,,,,,,88,,,45,90,,,,54,,,,79,36,,,,,32
611,,,,86,,,75,,82,59,,,,,,68,,,,,93,,62,,45
612,,,,30,,16,34,,,4,,,,,,,9,,,0,55,,,,7
613,,19,,29,,,,17,,,,,9,,16,,31,,36,,52,,,,
614,,45,,,,,51,,54,,64,,30,,,,,,55,,68,,26,,
615,,,,,,28,,,54,18,,44,,,,,37,,,,65,,,68,14
616,,51,32,65,,,,48,,,,46,,,,,,63,49,,,,,,30
617,84,,,77,87,62,,,,,,,,,,,,,,33,85,73,,,46
618,74,,,,,,,,44,,,37,,65,,26,,,45,,65,,,,21
619,,79,,,,,,,,,,,52,78,,49,79,,89,48,,83,,,
620,,,,,49,20,,28,,9,,30,16,,,,,,38,,,,31,,
621,,,40,,69,,,52,,41,,,,,,55,,,77,,92,,,,36
622,,,38,69,,67,,,,,,,46,,45,33,62,,,,,,,,30
623,57,43,23,40,,39,46,,,,68,43,,,,,,,,,,,,,
624,,,16,,,35,,,,,56,25,,,,24,38,19,,,,,,49,
625,,,0,,28,,,,22,,,9,3,,,,,0,23,,,,0,,
626,,,41,,,79,,,89,53,84,84,,,,,,,79,,,76,,,
627,,61,,,,59,,,,,79,47,42,65,,,54,,,,,,36,,
628,35,,,,,10,,19,,,,,8,36,,,,25,,,,41,,32,
629,86,,,,86,,,,,60,96,,47,,60,66,,,,,,,,73,
630,,,,52,,,,38,,,,,32,,33,37,,32,38,,,,,,12
631,100,85,,,91,,83,72,,,100,,51,,,,,,,,,87,,,
632,,,25,40,58,24,,10,,21,,,,,25,,,,,,,,,,8
633,,,,,,31,47,,,,55,36,34,,,37,,,,,,,29,,17
634,,,,,84,,75,,73,,82,,,,,56,71,,,56,,,,,50
635,88,,45,,,,83,,,,,,38,,,64,73,,,,,84,,70,
636,85,71,39,,,,,48,,,,,46,,,,,71,,44,,,,76,
637,,35,22,,,27,,,54,,,,19,,,33,,43,,,,65,,,
638,44,32,,,,36,,33,,12,,,20,,,,,,,14,,,15,,
639,,,,,,,,,73,58,,,50,84,68,,,,74,,97,,,80,
640,,,,,,1,,18,,0,,6,1,,3,,,,39,,,,,20,
641,,,,,,,62,32,53,,,,,56,43,,,,57,,56,,,54,
642,49,,,,,60,,,54,,,,,,,28,,,,24,64,66,42,,
643,,,,79,75,,,54,,,,,,79,,,,,,,72,84,47,,29
644,42,,,,,,,25,,,,16,18,,21,,,,,18,,51,,29,
645,,,,,42,,,20,,,,11,,,,,,31,27,20,57,51,,,
646,26,,1,35,,,,,19,,63,,,26,,,15,,,,59,,,,
647,,,67,86,,,,,,,100,,59,,67,,84,,,36,,,,93,
648,34,22,6,,,,,,,,,,,23,,,,17,28,19,,,12,,
649,82,,,,,,60,,,44,,,34,,39,42,,,,,,,48,81,
650,,,,,97,,,78,86,,,,,,76,,91,,,54,,100,72,,
651,62,,,,45,,,,57,,,,,,,27,41,30,42,,,57,,,
652,,38,,,67,30,,,,,,,14,,,16,,33,36,,58,,,,
653,57,,,,39,,,,,,67,,16,,,31,,,43,28,67,,,,
654,,19,9,,,,,,,13,,15,,,,,,18,,0,,46,,,18
655,78,,55,,,,,,,,,,44,,86,69,,84,,44,,,,86,
656,,73,,,,,,,,56,,93,52,,,80,94,,,,,,,92,42
657,86,,47,,82,,,,,64,,,,83,66,,,,,,76,,65,,
658,19,,6,,,,,,27,,,7,,,,,,,26,0,,40,,39,
659,90,95,74,89,,,,74,,,,,,91,,62,,,,,,,,90,
660,40,,,,,,,,48,,47,26,4,28,,13,,17,,,,,,,
661,,,,,63,,,23,,,,,14,,23,,,44,53,20,,,,,19
662,,,,,48,,37,,48,,,26,,,,,31,22,,,,51,,,13
663,,,,,,,,,,,,83,,92,,62,88,73,,47,,90,,,43
664,,,14,,,11,,,,,44,,,,,,15,,,4,49,,9,,8
665,,,,,66,72,,,,63,,,42,,,51,,,70,,,,41,,33
666,84,88,,,96,,,82,,,,,65,,,,87,,,,,98,,84,
667,,,,,67,44,,,48,29,54,25,,,40,,,28,,,,,,,
668,,,17,,,,,8,,,54,,,,,11,,11,17,19,63,,,,
669,25,,,,45,18,,13,,,,10,,,21,,,,,,52,,,,2
670,49,,24,,,,52,,,,,,,,,22,38,33,40,,,64,,,
671,,,,,66,,,,67,,,,,84,,52,,,,54,79,72,,,30
672,,,,45,,,,,,,,13,20,,20,21,22,33,,,,,,,3
673,,,,,,35,,,,,,41,33,59,,,,,,,78,78,31,67,
674,,,,,,,,47,,,76,,,66,,47,64,,48,24,,,,53,
675,47,24,,37,,,,,,,54,,,,,11,,,,27,,,21,,10
676,,,,,,81,,,,,,80,,87,,,,,,58,89,100,70,93,
677,78,,,55,53,,74,,,,,,,,,42,,44,44,,56,,,,
678,,66,,85,,,,60,83,,74,,38,,,,,64,,,,,47,,
679,,,,,65,,,40,,34,,48,,,29,27,,45,,,59,,,,
680,,,,49,,,,,,,67,16,,,10,,34,,,,57,,,43,10
681,,,,,,,45,14,,,46,30,21,,,,46,,,26,,,,39,
682,,,,,39,,,,32,13,,,0,,0,0,7,,20,,,,,,
683,,,61,,95,,,61,,67,,,,,58,67,91,,,,,,76,,
684,45,,14,,,,,,,,,,13,23,,,,,29,7,68,,14,,
685,,,,34,,,,5,,,,8,,,11,,6,,,,,44,,15,7
686,,,,,,,,,,2,,,3,,4,,,,13,,42,49,5,40,
687,,,,,,8,,,,,,11,,39,11,,13,19,,,,49,,,20
688,47,,24,50,,13,,,36,,,,5,,,,,,47,,68,,,,
689,,,,,,,70,41,,38,79,,26,,,,62,56,,,,76,,,
690,72,61,,,,80,78,,,43,,,,80,,,66,,66,,,,,,
691,76,,,84,,,,,,,90,,36,84,,48,,,88,34,,,,,
692,,,,,,,36,18,,,,,32,,,,42,,48,,63,57,38,,
693,,100,,,91,,,,,,92,100,,,,,,88,,61,93,,69,,
694,,,,34,,,37,9,,,,23,,,,18,,,26,,,41,,,17
695,30,,19,,,36,,25,,25,,25,,,,,,,,,60,,,,0
696,73,,,61,,64,71,,53,,83,,,51,43,,,,,,,,,,
697,100,,72,,92,,100,,,,,,,,81,,87,96,,,,,,,58
698,96,63,,,,75,,,,,,,,75,73,,,,81,,,,65,79,
699,99,,,,,,100,,100,84,,,58,,,,100,100,,,,,,,60
700,,,,68,,59,,,,,,,42,,55,,,65,,30,,72,,,27
701,,49,,,,,,40,,34,,,,67,,,,46,,36,72,,,68,
702,44,34,,,,34,,,,,,,13,,,,30,33,,,55,,,,5
703,,,0,,,10,,,16,,,,3,,,0,,,,2,,48,0,,
704,43,20,,,,17,,,,19,,27,,40,,,,,,,40,,,52,
705,,,,41,,,,29,,19,66,,,,,37,,32,50,,,,,,23
706,68,55,38,,,,,,,,,,48,,,63,,,,44,,,52,,42
707,,,40,,78,66,,,,37,,,,71,,37,,76,,,,,,,31
708,73,64,,64,,,56,,,55,,,,,,54,,64,,,,,49,,
709,64,,,41,50,,,,,,67,,23,,24,,,,,,,,,36,22
710,,,,,,52,69,42,68,,69,,,,47,,,,,,,59,42,,
711,,15,0,26,35,,45,,,,36,,,,,,,,,8,,,17,,
712,58,,29,,,,,38,60,,,,,,44,48,,,63,,,,,,15
713,,,,68,,73,,,,,,63,,69,,,,69,61,,83,,39,,
714,80,,,,,,65,49,,,,,,,,,68,68,75,,,,64,,35
715,,,,46,,48,49,,,,81,,,,,47,,,52,,69,74,,,
716,,,,,,45,,,53,,,,15,,32,38,,,,20,60,,,,25
717,,,,65,,,,,59,27,67,,,,,37,,,,,,68,,70,25
718,,,,,,57,79,26,,,80,,33,,,,,,,32,,,55,76,
719,44,16,17,,,,38,,,,,11,,,,15,,,,,,54,,27,
720,77,,,74,,,,,69,41,83,,,,,,,83,85,,,81,,,
721,,,,,33,,,,35,26,58,,,,,11,,,,8,,,22,44,
722,,,43,,,,,44,75,,,,44,,,,69,,84,,,96,60,,
723,,,20,,,,35,,,,,,,,,,19,10,,,,49,15,47,11
724,71,,,,,52,66,,,,,33,,,,25,,,,,67,65,42,,
725,,,,,51,37,55,18,,25,,40,,,,,35,,,,54,,,,
726,,,,,,,,,,3,,,2,,,,0,0,,0,37,,6,,0
727,,23,12,,,16,,13,30,,,,,,,,,24,,,,,25,37,
728,,42,,59,,,,,,,57,45,,47,40,,,,42,,,,,60,
729,44,,,,,2,,,,,,18,,,,4,,,,16,36,40,,38,
730,46,,1,36,,,,10,35,6,,0,,,,3,,,,,,,,,
731,100,,63,,,,88,69,,,,100,,,,,,,,63,,100,80,,
732,44,,,,41,,28,,48,,,21,,32,,,,,,,,,15,,12
733,,,,,28,,29,3,,,,17,,,0,,,,6,9,,,11,,
734,,,,,,13,46,,,1,,,2,33,,,,,21,,,,10,,5
735,93,,,,,,,,,50,,,,,83,,75,73,,58,95,,,,38
736,,25,,,,,,15,,,59,,,,19,19,,13,,,64,46,,,
737,35,,12,,,,,20,,,48,21,,31,,,,,,,,,21,,11
738,85,,66,,82,,,,,,90,,,,87,,,,,,,90,,82,38
739,,55,19,,,42,58,,,20,,,,,,22,34,42,,,,,,,
740,70,,,,,,84,50,,,,,,,59,,63,,,38,77,,50,,
741,63,37,,,,,,,68,,,,,,42,,53,50,46,,,65,,,
742,78,,,,,61,,,,42,,,34,,53,49,,,74,39,,,,,
743,51,33,,,,15,,,,,,22,14,45,,,,,54,,55,,,,
744,,77,,,,,,,,56,,,60,98,,,92,92,,33,91,,,,
745,,45,,,68,,,37,,,,,16,,,35,,,,16,,50,,44,
746,91,,,72,,77,75,,,,,,,,53,,,,,,78,83,,78,
747,78,,47,63,,,,,71,,,55,,,,,,,58,,,71,44,,
748,43,,,39,,,51,,39,,57,25,,,,,,,,,72,,,42,
749,,0,,41,,,,,,,,,0,3,,,0,,,0,44,,,,1
750,,,21,,,,,,55,,69,,19,,37,42,,,,,,,42,,31
751,,,3,22,,,,,,,,,0,19,,,,0,22,,39,,,38,
752,,46,,,,46,52,,,,,49,42,,,,47,,,,,,41,63,
753,,,70,100,,,,,,69,95,96,72,,,60,,,,,,,,,44
754,45,,8,38,,,,,27,,58,,,,15,,27,,,,,,,,12
755,90,82,,,,75,,,,60,,,37,85,,,,,82,,,,56,,
756,,,,68,78,,,42,,,,,37,,46,51,,,65,,64,,,,
757,,,,,,79,86,61,86,,88,,,,83,53,,,,,,,,,25
758,,,22,,47,,33,28,,,,,,,,12,,,,,,54,20,53,
759,,,,39,,,,,,20,46,,,,,,6,0,33,16,,,,42,
760,,,21,,,,33,,,,73,30,,,25,,,18,,19,,,,,5
761,,91,,,,87,,,,,96,81,,,85,,,,,55,,99,,100,
762,,,,,,,68,,,,,57,34,,53,,67,,59,40,,,,,22
763,,47,,,,,67,,,,,,,47,,38,,,60,24,83,,28,,
764,,,0,25,,,34,,10,,,1,,,,,,,,9,,39,,26,
765,33,,,,,,32,,,17,,,,40,,5,,,35,,34,41,,,
766,,,,,,62,83,,74,,,,56,,,58,,,85,,92,,,72,
767,,,55,95,90,,,,,,,,48,,71,,,80,,46,,,58,,
768,67,,26,,,,55,,70,,,,,,57,,,63,68,,85,,,,
769,,,,,,83,,,,74,,,58,,82,,,78,87,50,89,,,,
770,,,,,,59,61,,,47,,57,,,42,,54,,72,35,,,,,
771,33,,12,,,18,38,19,,,51,,,,,,,22,,,,,,28,
772,33,,,34,,,28,,,,,,,,,9,,,,14,36,46,,,5
773,,,,,,,,10,,,,23,,52,,16,12,,35,15,,,22,,
774,57,47,,,,,51,,,37,,,,66,,,,,,34,79,,,,34
775,,57,43,,74,,,,,44,86,,,,,,,,,38,,,45,,37
776,91,,,,,83,,72,,,83,,42,80,,,,75,,46,,,,,
777,,,,88,75,,85,,,,,89,,,,,,,,,85,,65,85,49
778,78,59,,,,,62,,,,,54,30,,,,,,,21,,64,,,37
779,,10,,,,21,,,,,52,8,8,,17,,,10,,,49,,,,
780,75,,,,71,,83,49,,,72,,38,,,47,,,,,,,,80,
781,58,,,,,42,60,27,,,,48,21,,,,41,,,,,,,,26
782,,,18,,,,,,,,78,,17,42,28,,43,,,22,58,,,,
783,,39,,68,,43,,,,27,,,,,,25,37,40,,,,77,,,
784,,,,,,,,,47,,,,23,37,,,50,31,,25,,,38,,17
785,37,,,,,,,,,4,48,,,11,15,3,,,,4,51,,,,
786,,,,,65,,,,71,,,,,71,,,59,67,67,25,,,,,36
787,,22,,,,,40,,36,,47,12,,,,12,,,,0,,,,33,
788,44,,,44,27,,,,39,,62,,3,,25,,,,,,,53,,,
789,,31,22,,,,,,57,31,69,,,,,,43,,,35,,,,,21
790,,,30,,87,,,,,,,,,64,,,,72,,41,,,43,78,38
791,,,19,50,,,,,,18,65,29,10,,35,,,,,,,,,57,
