ID,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,sc13,sc14,sc15,sc16,sc17,sc18,sc19,sc20,sc21,sc22,sc23,sc24,sc25
373,,47,,,67,,3,,,56,29,,,16,,,39,,,56,,52,58,,
374,38,,61,46,37,,,,,,19,28,,5,86,,,,,34,,,,3,
375,77,,,,,,,100,45,31,,66,100,0,,,,,,61,51,,,42,
376,0,,88,,17,,,,,4,7,,,6,88,,,20,,,0,,5,,
377,44,,95,83,90,,32,,,,,,,7,,,22,,,,,26,,2,54
378,35,,,61,,,,61,35,1,,22,,,,63,,,,33,,,55,,60
379,,,94,,70,7,,,19,,17,69,67,,,,59,,,,,48,81,,
380,,,40,,,,12,28,10,,,,,4,41,59,,,,,,0,40,,0
381,83,,89,,,,51,100,,,56,63,,,,,,,,46,,33,,45,85
382,,,,,44,1,4,,15,,,,18,,56,,,1,,1,,6,,,11
383,,17,66,86,,16,30,,,,17,49,57,1,87,,,,,,,,,,
384,,,,66,52,,18,,45,,43,,,,,58,,48,,,,25,,15,71
385,100,94,100,,,3,,100,40,,,100,,,,,,,6,84,77,,,,
386,,13,,65,,18,16,,,21,,7,26,0,,,15,,,,,,,9,
387,,29,63,,54,,,,,,,,,0,,53,31,22,,,,9,50,,31
388,18,,,40,,2,,67,,,0,,1,,53,,,7,,,5,14,,,
389,,,,90,,,43,,34,54,,73,,20,,94,,68,16,,55,,,,
390,59,,100,,,7,,,45,27,,,,4,,,38,34,,40,,,,5,
391,,,,96,87,,30,,60,42,13,,,43,69,,67,,,,,,,33,
392,11,4,49,28,,,,,,,,14,53,,57,,18,,,22,,,37,,
393,,,,,,0,0,,,,,7,,,31,,0,,2,0,,0,,0,39
394,,72,,81,,,,,,35,59,100,,36,,,,,30,,,21,,28,64
395,56,35,82,71,74,,,74,,,,,89,,98,,,,,,,,87,,76
396,28,14,,,,,1,88,,25,,29,,3,,,,,,46,,,,32,60
397,76,52,,100,100,,32,,,,58,,,,100,100,100,,,,,,100,,
398,58,,72,,68,,,,,,,,58,13,69,52,,28,,,,19,,,46
399,,,,,,,38,98,43,,57,93,96,23,,,,,0,74,,,87,,
400,,0,,,,0,24,,,,,,,0,,53,8,,,20,,,22,10,30
401,,,,,,,16,100,,83,,,,0,97,100,,100,,74,,,,48,92
402,,0,65,56,,,,37,,0,,,,,56,29,,18,0,,,,,0,
403,70,12,,,,13,,,41,,29,,,,68,,49,,,,43,,,37,48
404,,76,,78,77,,,,69,61,,,,,,79,,92,40,58,44,,,,
405,,12,71,67,,20,3,69,3,,,,28,,,,,23,,,,,33,,
406,,,,59,,,0,48,,,18,,,8,53,58,,33,25,,,17,,,
407,,,,63,,,16,,24,,45,,59,,,59,,33,,11,26,,56,,
408,89,47,,,,,20,,,,20,,90,,,,69,64,,86,40,,,41,
409,,34,,75,,,,,,15,17,19,,2,,,26,,4,8,13,,,,
410,90,,,80,91,,,83,,,,,87,,86,,54,70,,,44,42,,,
411,45,,,,,,56,,,19,31,80,69,56,100,85,,,,,,27,,,
412,,20,,,,,17,,28,,19,26,,7,51,21,,18,,,,,3,,
413,,,65,71,,,,66,,13,23,27,,7,,59,,,,33,,11,,,
414,,32,100,,85,,18,79,44,30,29,,,,,,,,7,,55,,,,
415,22,,,74,56,2,23,,,,0,,,,,,,,8,,21,,70,,45
416,,,81,,64,33,,76,54,21,,,,,,,,,14,57,21,,,27,
417,45,,,87,,,,,42,,58,,,,,,25,,37,,53,,90,8,72
418,,,,72,78,,,,,,12,,67,,74,81,,,60,44,52,,,20,
419,,,98,82,68,30,,,,44,,73,,,,77,,,,53,,25,69,,
420,,,77,66,,,25,,,,27,69,59,,96,,,,22,51,,29,,,
421,,,98,,81,,26,98,,,,,57,21,99,,51,,,,41,,,,78
422,,79,98,77,,,54,,,,71,,96,,81,,,,17,78,,,,54,
423,50,83,,94,,38,,100,79,58,,,,,,,,,,42,,82,,,76
424,,100,,,97,32,48,,,70,,,85,31,,100,,55,,,,,100,,
425,58,,,79,,,0,,,28,,56,27,,,76,,,5,,,20,,21,
426,66,57,,84,,33,,97,,30,,,,,76,82,,,,,,,74,30,
427,,,,,73,,,72,33,,39,,,16,,80,,,29,,31,,58,,68
428,,27,,,62,,,80,,,,49,49,,62,45,,,,18,,9,,,25
429,3,,95,,39,9,,75,,,17,,11,,,72,,12,,,,,,6,
430,,,70,,34,14,0,,,19,,,43,,55,,,26,,,12,,,25,
431,,,52,,53,,,50,,30,25,,,13,46,,,,,,27,13,,,53
432,50,,,,,,,75,51,69,,,88,,84,,,52,,,,28,51,,75
433,46,,,87,,,,,,20,51,,,,82,,,,9,,42,,48,5,82
434,,,,,24,0,,,0,,3,,,21,,,9,,8,13,,,,0,63
435,,74,100,,,,,,,,,,87,31,,90,,,54,72,59,,98,38,
436,,,84,90,,,16,92,,,18,79,,8,,,,,,,,,84,31,80
437,,,,,70,,,85,49,70,20,,68,,100,,,50,,,,,76,18,
438,,,61,,,,,,,,11,,0,,,,11,14,4,17,,7,,15,23
439,,51,80,90,,,33,,,,53,,,37,83,98,,,,,,,97,33,
440,12,,,,,,3,,20,17,,,40,8,35,,24,,,,,21,21,,
441,,,100,82,,20,0,,44,,,54,,,,,42,48,,,54,,,52,
442,,,83,,100,,53,87,,,,92,,,100,,,,18,50,73,,,,95
443,,,,,32,,2,77,18,,23,48,,0,,,,32,,,,10,,,66
444,39,,,76,48,0,,,,14,,,60,,89,,18,33,,,,,,14,
445,100,78,,,,14,,96,,,69,,89,,,84,68,,,,,19,,6,
446,,,,,49,0,0,41,,,,5,,,,24,,0,,10,,,14,,21
447,100,,100,,81,,61,,,92,22,,,,,,,55,38,,,,92,56,
448,100,100,,,100,46,64,,,54,,,93,,,,,,40,,,18,85,,
449,15,,,,24,5,,84,,,,3,,1,,,7,,,,,,26,16,30
450,17,,81,82,,,0,,,,,,,15,,,,,13,13,,9,,11,19
451,,80,,,80,,15,77,,52,,,83,22,,75,,62,15,,,,,,
452,,11,,20,72,,12,,,,7,,26,,,53,,5,,,,14,,0,
453,0,,,,3,,,72,11,,11,,,,83,,,2,10,,,18,,0,
454,,33,,,57,5,,90,29,,,37,,,61,,,,35,,,,,0,13
455,78,,98,81,61,,,,,43,,40,,0,79,,,,,,32,,72,,
456,,39,97,,69,,,,50,,49,44,65,,,83,,,,,,,,23,97
457,,,47,,,3,12,,,20,,,,,,20,,0,12,0,0,,,8,
458,,,,,56,,18,70,15,,,,,0,,,,50,,34,33,,83,12,
459,64,,57,90,,,,,,12,,46,,,77,,33,,,,42,,,16,37
460,,,,98,87,,27,91,,,71,100,94,,,,81,55,,,,24,,,
461,21,18,,58,47,,,,,12,14,31,,,,,,,,21,27,10,,,
462,20,,,43,42,,5,75,,,,,,8,,,,29,22,22,,,,16,
463,14,,,42,29,25,,,,13,,29,,9,67,,,7,0,,,,,,
464,,68,,,88,,56,,,78,,81,85,,,100,,,,55,,,,62,82
465,,,,29,,7,,29,13,,,16,,,,48,,4,,,,0,17,,28
466,58,39,,,,25,4,,51,,44,,,17,,,,,,,31,,,27,67
467,,32,,84,,,,,34,36,41,87,,,,,,61,49,,,60,87,,
468,,,85,,,0,,,10,,,,66,,65,,30,48,,,,46,63,,68
469,0,,,,4,0,,,,,,14,,,,10,0,,0,0,,12,,13,
470,54,37,72,72,,,22,,54,41,18,78,,,,,46,,,,,,,,
471,,,,,,,3,71,3,33,18,,14,,65,,34,27,,20,,,,,
472,76,40,,,,,,94,50,,62,75,,,99,,83,,,75,,37,,,
473,,,,,,0,0,,,16,,3,,,47,18,,14,,,10,0,11,,
474,,,98,,,22,46,,38,,41,56,68,,94,,,,,68,,,56,,
475,82,52,84,93,,16,,,36,,,,,31,,,68,,,84,53,,,,
476,54,,,,66,24,20,85,,42,,,,,,,,,,66,45,,,44,84
477,51,,,68,,,,,58,,23,,,18,,67,,,,49,,47,69,53,
478,,40,,,,16,0,71,25,,,,,,53,79,26,,17,,,,,21,
479,53,78,86,73,,,43,73,,39,,,,16,,,,38,,,,,,,50
480,60,61,99,91,,,,,,53,45,,92,,,,66,28,,64,,,,,
481,44,,89,,,,,,16,,,,37,,,,9,,,35,,26,47,29,38
482,86,31,98,,,,,,,47,,,,42,,,40,,0,73,,,,23,100
483,5,,,,,0,13,64,1,,,1,,,,,,0,,6,13,,,,53
484,88,,94,,,,47,,,,50,,65,,81,87,,,45,,,27,,,79
485,0,13,86,,,2,6,86,,11,0,,,,30,,,,,0,,,,,
486,,,97,,100,18,,,40,,37,,87,13,,94,,,,33,,,,27,
487,,,96,71,,,7,,20,21,6,,,,,,19,29,19,,,,53,,
488,,,,61,,,,,46,15,21,,53,,,36,27,35,,,23,8,,,
489,,,100,,100,,,93,33,,,91,,,,85,,,52,,,,95,44,85
490,,,,89,,16,,,,23,61,,,,86,100,,39,,58,45,,,,100
491,100,,,,,,8,,,43,,,,,87,,,79,,56,33,32,,52,74
492,,,90,,94,18,,,,,43,,,,,100,28,,35,,,55,,24,76
493,,,,44,10,,,,9,2,,,,3,37,,16,,,0,,,,0,19
494,,48,,95,,23,,100,,,,78,81,,,77,,,,,,73,,48,83
495,76,,,,,12,,98,,,,,,36,,80,,29,,,47,66,,0,67
496,,64,,,,31,,92,,20,57,,,,,,84,,64,,64,42,,21,
497,24,,53,46,,,0,,,,,,,0,,25,,26,,1,,,46,0,
498,85,,100,92,,0,,,,,58,,,40,96,94,26,,,,59,,,,
499,28,14,,,,,,,2,5,,,13,9,,50,,28,,25,9,,,,
500,,,,55,19,,15,62,,,,,38,,35,,23,,0,6,,,,7,
501,6,,,,43,4,,55,,,,6,30,,,9,,,0,20,,,53,,
502,,,89,,76,45,,100,,68,,78,64,,,,39,,,,,,,1,64
503,87,,70,71,,18,,,16,47,,,,,77,,,,24,,53,,,,68
504,69,,90,,93,,,,31,,54,,,18,,64,,,1,,66,,65,,
505,,3,68,73,,,,55,,,17,,35,,,73,,,,,,,8,6,41
506,0,0,,,3,0,,15,,,,,24,12,,,,9,,,,,9,0,
507,4,,,,,,,,,23,,,,1,,50,2,14,,,,14,27,0,6
508,,31,,,,,,52,,17,,50,32,8,36,,25,,,,17,,,26,
509,,51,99,,,,,82,,,25,,78,13,,,36,28,34,,,,,9,
510,,,,,,,,16,,0,,8,,4,67,28,11,,,,9,0,,0,
511,30,,95,,34,7,,57,,,23,9,,,,,,31,,,,,60,0,
512,,5,,19,,,2,,0,0,,,,,,35,,4,,0,8,,,1,
513,0,,,,,,,,3,12,13,,,,23,,,0,,,,0,51,19,32
514,,53,100,100,,42,,,,,,,,0,,,55,,51,,,74,88,18,
515,,,76,33,,,,77,,2,,27,,,75,31,,,,,10,13,,4,
516,,,100,66,,,,,,,,36,62,32,93,66,19,,,,,35,,,67
517,50,,85,77,69,21,,,,,16,,61,,,,,,32,30,,,,14,
518,,,,83,71,,31,,24,6,,36,,,45,,,,,28,,14,,,30
519,,,,,,,7,40,,,,4,10,12,39,0,,1,,0,,,,15,
520,68,,,,87,,48,,,,,,,26,79,,,,35,27,62,29,,27,
521,,85,,94,96,22,,,36,52,60,,,2,,,,,,86,,,97,,
522,,31,83,,73,,36,,,43,,,,33,80,,65,,,28,,40,,,
523,,,,,,6,,,13,,,,,17,,,14,23,19,35,,13,55,5,
524,,,85,,100,,32,83,,,51,,,15,,93,,,45,44,,,,33,
525,,,,64,35,,,,,,4,,49,27,94,54,30,37,29,,,,,,
526,,,,80,72,2,,82,,,,29,44,3,,,,,,,12,20,,,37
527,66,,80,87,,24,,,,,58,64,,,100,98,,,,,,,,22,100
528,,100,92,,100,,,,,80,79,69,96,,,100,,,33,,,,,,99
529,,42,,,,,0,,12,,,39,,,93,,38,,27,,,33,72,,47
530,,,,,,33,,,46,,65,,82,48,93,,,,34,,,33,83,37,
531,,,,,,,34,,31,22,40,,,,100,,43,,20,,,51,80,,80
532,,81,83,,99,24,38,,,44,56,,83,,,90,,42,,,,,,,
533,,31,,81,62,43,,70,,,,,45,,,,37,,,,37,25,,,80
534,,,,,21,,0,,,0,2,0,,0,28,,13,,0,,,,,7,
535,,12,,,36,,15,,3,27,,38,,,,,20,,,18,,,,26,44
536,61,,,,,,,,21,,,,,25,86,,46,92,,43,,54,,55,90
537,,29,80,,,,7,,,7,23,,,,,47,19,14,,,,,,21,44
538,47,32,62,,,,,,,,,,40,11,69,,,,10,23,6,6,,,
539,,49,94,80,,36,,,,,57,,50,25,,,,17,,,,,,13,88
540,,23,73,,,15,,,,,30,57,61,,,68,,,,,,,49,25,49
541,,,,40,,3,1,,,,,,,0,65,41,18,,,,0,5,24,,
542,59,28,,,,8,33,62,36,,12,36,,,,,,,,,39,,,7,
543,69,92,,,81,,,82,14,,,,85,,,77,,78,,,,43,82,,
544,6,0,88,,48,,,,,,,,56,7,65,41,,15,,,,3,,,
545,,60,,,68,,,,,21,,,,14,74,44,,,4,47,,,73,,37
546,,16,,22,,,,,6,0,6,,,0,57,66,,16,,,,,,,45
547,23,,65,50,,,,,,,0,,14,,,,20,,0,10,10,8,,,
548,100,,,99,98,,18,,22,,,,,,,,,,48,64,42,,93,18,
549,,,92,,,,5,94,,,,6,,0,37,,10,27,,27,,,,0,
550,53,60,86,,,,,,40,55,39,,82,,86,71,88,,,,,,,,
551,64,58,,79,,,,99,,,,,,51,,100,,,,91,67,17,,,89
552,43,,,85,42,,16,,,40,,55,48,0,,82,,,,,,34,,,
553,,,100,,100,33,,100,,63,54,,,,,86,63,,,,,,82,,99
554,,,,,82,,,,18,,36,69,59,,90,66,,60,,,,,58,23,
555,,48,82,62,60,4,,92,,58,,,,,,69,,14,,,,19,,,
556,67,,97,98,,,,,29,53,1,,,,64,,,,,52,,56,,,85
557,0,,,52,4,,15,,,,,,0,0,,54,,11,8,,,,,11,
558,72,,,,,21,,,,60,,,,,,84,55,64,56,,,22,96,34,
559,,,78,40,,,12,25,,,,5,,0,44,,,15,,,0,0,,,
560,,,100,,93,44,,88,,,,79,,14,,,,65,0,,63,,97,,
561,53,,,,53,26,,90,20,,33,38,,,84,,,,,,,,,0,52
562,,,,96,98,,16,,25,,,81,,,79,94,,,,,54,55,89,,
563,,35,,,,28,32,100,,,42,,,33,98,93,,,,36,,,,,96
564,23,17,74,,,,,55,,,11,,,,77,,,23,,,,23,50,12,
565,,59,100,100,,,,,,71,,96,100,39,,,47,,,100,,36,,,
566,,,100,,,,,91,,36,44,65,68,,,,54,45,,,,6,86,,
567,,,62,,,,0,,0,15,,11,10,6,40,,,,0,,,,,,69
568,19,,46,,,,,,8,,9,,,27,68,42,,,,10,,11,55,,
569,16,5,,51,63,0,,,,,0,,,0,,28,,0,0,,,,,,
570,,74,,82,,44,,,,30,,,,45,95,,,40,,,,29,87,43,
571,,55,,,,20,42,,43,,,54,,25,,,53,29,,,32,,,0,
572,,11,,,,11,,50,15,,21,,,10,,,,21,,9,,,64,,24
573,77,,100,,,,,78,,,,82,64,2,69,78,,55,,,62,,,,
574,,33,67,59,,,8,,,48,33,,73,,94,,18,62,,,,,,,
575,,,,,,3,,81,23,,,,,23,85,,,13,2,41,,,,3,72
576,,,,,17,,,52,0,13,,,20,,,,12,18,,,,0,,7,40
577,,,91,66,,,,,0,6,,,,,60,23,11,,,13,,13,,,54
578,9,0,,49,,0,,,15,,7,0,,,71,24,,,,,,4,,,
579,,23,69,,,,24,62,,,,,22,0,,,30,,20,12,,0,,,
580,100,,,86,87,,31,,,,,,83,34,85,,,,5,50,,,,7,
581,,,85,47,,15,,76,,,,,27,0,,,,32,,25,20,,,,37
582,27,,,,,10,,,,22,,,,0,76,22,,,29,25,,,36,,70
583,,,76,47,53,20,,100,,,5,29,,,,,,,10,,,,,9,57
584,,51,92,,85,24,3,86,,,,,54,19,,,,,41,,,,,,60
585,,,67,69,59,12,,90,8,,,,,,,53,,,3,,,46,,,68
586,31,,,,,10,12,,,,24,11,35,12,,,,,16,,8,,40,,
587,,,91,93,,,65,,,,,100,,48,,96,,,50,,78,12,100,,
588,,,,32,,10,,,0,,0,,41,,78,31,7,,,0,,,28,,
589,54,,,,,,,,55,29,28,,,28,,,,28,22,62,,5,,,72
590,,23,,44,50,,,49,18,36,,,32,,60,,,,,,33,,,,51
591,,,100,,,,,88,,,,20,,,96,84,,42,,30,,,47,18,41
592,,,,,,,,,14,23,1,,40,,,46,19,22,,7,14,,,1,
593,,75,,,100,,28,,,45,83,100,,,,100,89,81,37,,,,,,
594,30,,84,59,,,8,65,,22,,,,,52,11,,23,0,,,,,,
595,,71,,,98,,29,,,42,,,100,,,,45,100,,,91,,,15,100
596,89,,,71,,,29,,,,,74,,37,69,77,,41,,65,34,,,,
597,2,,75,,45,,,,,20,,2,,,,,24,0,,,17,0,,14,
598,,,100,89,100,19,,,,75,,80,82,,100,,,,,,,,,37,100
599,55,,71,,,7,,,,,43,,,0,,,,28,37,,,13,65,,75
600,,56,100,63,73,0,,100,,28,,,63,,,,25,,,,,,63,,
601,11,5,,59,,,0,,,,,,,12,66,47,,,,,3,,,17,60
602,,12,,55,,15,,48,,0,,24,39,,,,,0,,,,0,47,,
603,,26,,,63,,,95,,22,,,63,,,70,28,,14,,,14,,23,
604,18,,62,79,64,,,,,,10,33,1,,,,25,,,20,,20,,,
605,,27,,,,29,13,,,,,,75,,72,,,83,0,56,37,,94,,
606,76,59,,,90,4,6,,40,,,39,53,,,68,,,,,,,,38,
607,0,,,62,,15,,,0,14,,,,0,,0,,0,,0,,0,,,
608,,,,100,,,,80,59,,,,86,15,,,67,80,33,76,,56,,,
609,31,,67,77,,25,,77,,,19,,53,6,53,,,,,,,41,,,
610,67,,,99,,,,98,,,69,,57,,,100,61,,,,,56,,14,71
611,85,37,,,100,35,34,,,32,26,,,,,,,74,,31,,,,,69
612,,7,,,,,,,,,1,,39,3,36,,22,,6,23,19,16,,,
613,,26,75,70,,,,,,,,,,0,65,12,18,15,8,,,,41,,
614,39,40,,,,20,,,,,28,,,,,65,14,31,,36,31,,37,,
615,,,,79,31,9,,,13,,,,,,75,60,,19,,,27,35,,,53
616,,,,72,,,22,,,27,,33,,,,84,,42,,28,12,,50,,54
617,,25,,,,,,,58,,,63,,19,78,,,79,,34,44,,71,,61
618,,,99,69,,15,,52,15,,,44,,,76,78,,,,,53,,,6,
619,,,96,75,,23,,,,,27,,72,8,,,,,32,,,,89,20,76
620,,14,72,,52,,26,58,,,,,,,,36,,13,,,,27,,20,28
621,,,76,,,,15,95,39,24,,40,,,,,,,31,,32,32,66,,
622,,,,,80,35,,89,19,50,,,70,,,66,48,49,,40,,,,,
623,33,,,74,,,,,,,22,,,,,,34,,17,27,21,,40,9,42
624,19,,,53,,,,72,18,,0,,,,75,,40,23,12,,,,,,26
625,,,,57,28,12,,66,,,,,18,4,,,,0,0,,0,,,14,
626,,,100,79,,,13,,,,,,82,30,86,,,,,,65,,91,49,73
627,,,68,,79,16,,84,,,2,,54,0,79,,17,,25,,,,,,
628,,12,,60,,7,8,88,0,,18,,,,,,,,,1,,,36,,51
629,,,74,,,,31,,,68,31,,88,,,78,24,,53,,68,,85,,
630,,23,,,,,,,15,21,,,,1,75,,,,0,29,44,0,,,44
631,71,63,,,,47,,84,,,,,,,,,33,,22,81,61,,,26,83
632,,16,,,54,,3,55,,,35,20,53,,,,,,,12,,25,,,30
633,28,29,,64,,,26,,,,22,,63,,67,,,,33,,,22,38,,
634,,,,91,,,,75,53,70,20,,,,,89,,,47,49,,14,65,,
635,,,,90,,,33,,,14,,38,86,,,81,,,,38,74,35,66,,
636,99,32,88,,,,,85,,50,38,,72,,,93,,,0,52,,,,,
637,23,32,,,,0,,71,2,,,28,64,,,,39,,,,,,,0,78
638,,,91,,77,,5,,21,19,8,,,,,,,36,,37,,,33,,66
639,70,,93,92,78,0,,,,29,,,85,,,63,,,,44,69,,,,
640,25,5,,,,0,17,,23,11,,,1,,,,,2,0,,,,,20,
641,,24,,42,,0,,,30,,21,,,29,,,,,,20,,32,59,,68
642,,43,,68,69,,17,,27,27,16,56,,16,93,,,,,,,,,,
643,59,,,79,,12,30,78,,,19,,,,,66,,,44,,,18,,,66
644,25,,,69,33,0,24,67,,,,,,,,60,23,10,,23,,,,,
645,24,,,80,,,,,,,11,,6,11,96,,31,14,,,,0,,,49
646,,,,,,14,,,10,18,0,,,,67,53,5,,3,3,0,,,,
647,,,,,90,16,31,86,,70,,,86,35,,,,63,,63,,,,,100
648,20,,53,,,,,33,4,15,13,,,,,,,3,,,13,0,13,,
649,,,,,73,42,,63,,,,,,10,65,69,,,,58,,15,74,30,
650,100,,,,86,,32,100,,,,,,,,100,,51,12,,,51,,45,100
651,,21,,,35,,,,,31,0,,,,71,,3,19,23,,29,,,0,
652,,,66,63,49,15,,85,,,39,,,0,,63,,,,29,,,,14,
653,,45,,,,0,,,4,,25,10,57,22,,,16,,,,27,,,,66
654,28,,,65,61,0,,,,,0,9,,,20,,,,13,,,15,,,49
655,,,,89,,32,,,,40,27,,,13,75,71,,,,46,46,,,,83
656,76,,100,,,0,,,,43,,,94,,100,,,,,58,33,,84,0,
657,49,,,,,,,,,56,,,70,,76,71,,,22,77,,6,71,,93
658,,0,53,,,,,,18,0,6,,,,67,,,6,0,,,,17,,38
659,,72,,97,,,,,,63,17,,89,,100,86,65,,0,,,,,51,
660,33,1,,47,,18,,,,0,0,,,,,,0,32,,,,20,,5,
661,20,,77,51,,,,,36,23,,28,,,,58,,,,,,15,52,,68
662,,,,,,6,,44,2,,,48,63,16,,84,,,,,38,11,,,24
663,98,,90,84,,,,,,,,,92,,82,,29,58,,,44,,,39,97
664,,16,,59,61,0,,,,0,,,,17,,7,0,,0,,,,,,41
665,68,37,,90,88,22,,,57,,,,,28,,72,,,43,,,,,,72
666,,78,100,,84,,11,100,24,,,71,88,,94,,,,,,,,100,,
667,,30,91,45,,,,83,,4,,,,9,,69,19,,,,,13,40,,
668,28,16,,35,,,,37,,,0,19,20,,72,56,29,,,,,,,,
669,,,,27,33,,,75,,,,,0,,,41,9,,,,4,7,8,4,
670,38,,,60,,,,80,12,24,,,,,,88,,20,,,39,16,56,,
671,56,,,,,,12,67,33,,,49,66,,,,27,27,,43,,,,45,
672,13,,,69,,,,,0,,,10,,,,63,0,13,12,27,,18,,,
673,,,,78,,,16,64,33,31,,,,13,78,,44,,,,34,,,28,
674,46,,,,,20,16,,,,20,76,,20,56,55,,48,,,,50,,,
675,,,,40,,,,80,,,7,37,38,0,,40,21,,29,20,,,,,
676,75,,,,98,48,,,,76,3,91,,,85,,,75,,,,,86,51,
677,,,86,,51,21,,,,49,30,,60,,74,,,,,35,,,,22,59
678,,,,,,26,41,,28,,,81,,6,79,,65,,,61,,46,,22,
679,44,31,,,,,,94,,37,,36,32,0,88,,,30,,,,,87,,
680,,25,97,,61,4,,,21,,,,,19,37,,,,,,2,,,0,23
681,,,,74,43,,,87,,,,,34,24,59,60,,,,,,27,33,27,
682,,0,100,,45,,,81,,,,10,33,,,,,,0,18,,6,,,43
683,78,40,95,,,,,84,52,42,,57,,,100,,,,,,63,,,0,
684,30,,73,,15,,16,,23,24,,,,23,,50,13,,,,,,,,19
685,,11,83,,,15,,,22,0,,,21,,,,9,,14,0,,0,,,
686,,1,92,,,,,,0,,,4,,,23,35,,8,0,,14,,3,,
687,,,,47,,10,19,,,,24,,18,3,,,,29,6,,,27,,20,
688,5,19,80,,,0,5,,,,,,,0,,,,,0,,18,,46,,58
689,61,,,72,,,,74,20,,,,,,59,85,,44,45,,,52,,,82
690,,,,,65,38,18,,,77,,,,,,85,42,,,23,,,66,4,77
691,,39,87,,,39,,,,,,80,78,,,,46,,36,,56,43,,,100
692,,,85,,,21,18,90,,,,48,,,,,,28,,34,26,,27,,48
693,,,,89,85,,14,90,,66,,,100,,,,,,,,,34,100,7,94
694,,1,,,,0,14,,,0,,24,,,,,,0,7,,0,8,,,58
695,15,,81,,35,,0,,,,,,,16,70,,24,,,,20,20,,21,
696,49,,,,78,,,89,37,47,31,,,,86,,32,,28,,41,,,,
697,,,85,,,,,90,,,41,,,12,,100,,100,41,,78,20,,,100
698,,,91,84,,,,84,,,6,,,,,86,82,,15,64,81,,,49,
699,64,,94,,,40,64,,47,,,94,,,,100,,,12,59,45,,,,
700,58,,,,66,0,,68,,21,19,,,,74,90,,,21,64,,,,,
701,,36,77,,74,,11,76,17,,,,,,,63,,,,36,,31,,18,
702,27,,,,,0,0,,,,,15,35,0,,33,2,,,19,,,,,6
703,,,87,20,,5,,,11,,4,0,,,,,4,,0,12,,0,,,
704,30,29,,,15,0,,,,26,,,,,90,42,,,,3,25,,33,,
705,,16,,72,,4,,,,19,22,47,,15,61,,,,,,21,14,,,
706,,,80,100,,,,,7,40,,,,18,,,53,,,59,52,,95,18,
707,52,,81,,,0,26,,30,50,60,,,,,,,,,59,31,,,17,
708,,,,,76,0,,,,43,,42,,,,66,51,50,,30,,,,0,74
709,38,5,,,45,15,,47,,,9,,,,57,27,,,0,,,29,,,
710,,,88,,52,,27,79,52,,,,,,52,62,42,40,19,,,,,,
711,4,,,,,,,,,,5,21,46,0,,,0,,,23,0,,38,,22
712,,,80,,,,29,97,29,42,,,62,,,,19,,,42,,26,,,56
713,,,,63,,44,19,59,,,29,,70,,,59,,,,55,,,54,,54
714,,32,,,86,,,,,,49,44,71,,,,55,,,36,73,31,,42,
715,,,66,,,,,50,26,,,29,42,11,,,27,,14,,,,39,,52
716,,,,,56,,,,40,18,36,,36,,,36,,,,38,33,,46,,33
717,26,,66,67,,,,78,15,20,56,50,60,,,,,,,,33,,,,
718,69,,,55,,16,31,,,,,64,,,,,21,,,23,,32,62,28,
719,9,0,,,,0,,,4,22,,,,,37,42,15,23,,,,,,,48
720,,,,89,,,,78,,72,,,,,100,,39,,46,59,,,98,16,82
721,,,68,74,33,,,46,,,,,,0,,,25,,,24,19,13,,,29
722,43,46,,,,18,17,79,28,,21,,,,,,,,,79,,,75,,87
723,34,,71,61,49,5,,,,,15,,,,78,,,,15,12,,,46,,
724,37,33,,65,,18,,64,6,7,,,61,,,,,,,,,17,30,,
725,,,,44,41,,18,,18,35,11,,21,0,,,,,,,,21,,19,
726,,,41,,0,,,,15,,0,,,11,,22,7,0,,,,0,28,,
727,,11,,75,,,,,,21,1,23,,13,63,,,,,,11,16,,,5
728,,,83,61,,,,63,,17,,18,,10,,49,,15,13,,,20,,,
729,,,80,35,,,0,,,0,,,,16,30,42,,,,19,,11,,,61
730,,,37,,,,,94,,0,,14,,,78,,2,0,3,,,1,,6,
731,,,,100,,24,20,,74,,,,,,,93,,,22,82,81,,88,,100
732,,23,,,49,,,71,,,,7,17,,53,,,,,26,7,17,,10,
733,,,51,20,,,,,0,15,,17,11,11,,37,,,,11,,,,0,
734,,,,,32,,0,,17,25,3,,30,,,,,,,1,2,,,0,30
735,,,97,88,74,,,82,,35,58,,,,,82,,58,,,,,91,,97
736,,,,,,,2,,2,0,1,15,1,,,,15,6,,,,,11,,46
737,,,,,,14,,54,,0,,,41,,46,49,,0,,,23,,67,,23
738,,,,89,,,,,,39,48,,,51,,98,44,78,,,,17,,30,100
739,,,86,,57,27,,,35,14,35,,,,,,48,,,,38,,67,29,
740,45,,,,,,,,,,40,,64,,,80,57,39,51,,64,43,,,71
741,,40,,86,46,13,1,76,54,,,58,,,60,,,50,,,,,,,
742,68,32,,,72,,,,,,27,60,74,,92,,,24,,,,12,,24,
743,,2,,70,43,,5,74,,,25,,,,,29,,,,22,,2,,,69
744,,,85,79,,,,100,,50,,77,100,,91,84,,,24,58,,,,,
745,,,,56,,19,,,16,,,52,,20,,,,40,24,13,,20,,,23
746,,,,92,,,45,,,,,,81,29,100,,,43,32,,60,23,81,,
747,,,73,58,70,0,,,,,,,,23,64,92,,,15,35,,,74,,
